msno,churn_probability,reason_1,category_1,reason_2,category_2,reason_3,category_3
10ZYqR5Cf7/NDWcms03xpAu2t811wZ3qwWEmuI/O1+g=,0.1525,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
59r2mzNs2IKsB/7HSgRn2605uXnB9yN88rx1BjU+9NI=,0.9474,자동 결제 해지 또는 미설정,결제 및 구독,결제 및 갱신 횟수 부족,결제 및 구독,num_unq,기타
OsPxGx4htPBgyzESfH6gnChe/xHN+kSb7JhI5HeMBT8=,0.1297,서비스 가입 기간(장기/단기) 특성,활동 및 참여,음악 완청 비율 저조 (관심도 하락),콘텐츠 이용 습관,특정 결제 수단 이용 특성,결제 및 구독
but+BYb3UnRztCDp/LFgBc2F4nUCs/3KSE97y2Wlp2U=,0.4575,자동 결제 해지 또는 미설정,결제 및 구독,특정 가입 경로(플랫폼) 특성,사용자 프로필,특정 결제 수단 이용 특성,결제 및 구독
ycCYElSoiHc2N8C7Rqaoc28y5VLfv2olKeLdQivUEJ8=,0.9688,자동 결제 해지 또는 미설정,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독,결제 플랜 기간 (단기 이용 등),결제 및 구독
+iuLaT7Igz+U8xD1dIYIuVz+IrR2c0Nc/f5xR8TwQaw=,0.2237,결제 플랜 기간 (단기 이용 등),결제 및 구독,결제 및 갱신 횟수 부족,결제 및 구독,전체 스트리밍 시간 부족,활동 및 참여
NKRb0d4xALepeN3nAGOrZIC4zQP1ZcAjOWaTZxCTJFk=,0.1545,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
GX5TM1OcTwESb20IqBjpN/53mAzrC5PGePiT7ot7zqY=,0.0751,서비스 가입 기간(장기/단기) 특성,활동 및 참여,전체 스트리밍 시간 부족,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독
8ZJbRYXpYg0WQjNjyHvK7SJ0sO8fJubfOzZ+d7/hXkQ=,0.1426,특정 가입 경로(플랫폼) 특성,사용자 프로필,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
6CAfJYNLTSIeIIlVrZmcUgOPC1FP/cil1CAPExzAabM=,0.1426,실제 결제 금액 관련 특이점,결제 및 구독,음악 완청 비율 저조 (관심도 하락),콘텐츠 이용 습관,전체 스트리밍 시간 부족,활동 및 참여
HNXkDQsnRG5aBhe6IWZBbyy3Y1yOKpR53t0878Q8avo=,0.5734,자동 결제 해지 또는 미설정,결제 및 구독,특정 가입 경로(플랫폼) 특성,사용자 프로필,특정 결제 수단 이용 특성,결제 및 구독
1XietlEwkLYLbf29ROh45FLudBeqS9R37+WkeXqKYWc=,0.0891,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독,98.5% 이하 청취 비중 높음,활동 및 참여
kmzd6/3rFwvssfW7q0dFt0b6Ci5VXVD28pulaEAuVCE=,0.1216,특정 가입 경로(플랫폼) 특성,사용자 프로필,98.5% 이하 청취 비중 높음,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독
biuMvdJxvE0mYk6k/GneGh0eIZq6N3YGcw31HS0NIj8=,0.1603,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
Jn6FIFIK4NGZuXgu4tCVZRRxAKFy/ZNT6F26C5gsmCI=,0.6086,자동 결제 해지 또는 미설정,결제 및 구독,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 가입 경로(플랫폼) 특성,사용자 프로필
kkN7rTMIG+ucMRJjx7hgUH0hn1Jo+5EKF9JtoGTbU/E=,0.0222,25% 이하 청취 비중 높음,활동 및 참여,98.5% 이하 청취 비중 높음,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독
K3HgdvC5T98pRPLBFV3UCZCqA3nmm0Sey1ZZMvAfGf0=,0.1176,결제 및 갱신 횟수 부족,결제 및 구독,특정 가입 경로(플랫폼) 특성,사용자 프로필,특정 결제 수단 이용 특성,결제 및 구독
x28DYM4+uDnvg73NBiIlfvFsQFL05ZE6PJd7Bw1AbXU=,0.1588,서비스 가입 기간(장기/단기) 특성,활동 및 참여,50% 이하 청취 비중 높음,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독
qV1kRndK43sh5fz7fJMGcHmK3RGdKl3cYkfx4Uzsh+c=,0.1545,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
+DDjjhVPqF/YmuDGPPne9ZlP4Iduf/iLCHp4piBYWpI=,0.1545,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
TQqretZnzISn7DAnvmFcQiU9ppotSfxIFvRuG77Zo5E=,0.099,서비스 가입 기간(장기/단기) 특성,활동 및 참여,25% 이하 청취 비중 높음,활동 및 참여,98.5% 이하 청취 비중 높음,활동 및 참여
/KRL8ltdi+uyt4qS5h9nAQPszDu7Ct5VKjnPjxErGpY=,0.1545,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
r9cbuRcz7vE7wwrsrzqtzj6BFfp3jM1EQeXs9yz+cqQ=,0.1115,음악 완청 비율 저조 (관심도 하락),콘텐츠 이용 습관,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
hdnaFFlnzSq0BTyPTaMC5/MbGtk0iptPp0P2dV8cL9s=,0.1588,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
o1nHhUeIusxReH0wNeNyDrptLqL2kgnvjxJOAwyd+q8=,0.1263,서비스 가입 기간(장기/단기) 특성,활동 및 참여,25% 이하 청취 비중 높음,활동 및 참여,98.5% 이하 청취 비중 높음,활동 및 참여
4tgow7BC5q3szQ7qPXrq4XMYVbVT8TrY5S3JR02rg/Y=,0.1647,서비스 가입 기간(장기/단기) 특성,활동 및 참여,75% 이하 청취 비중 높음,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독
K5uCDwZpPY7qPgCZqNqB7jlS20JRjUwDGAlwimkShGU=,0.2596,결제 및 갱신 횟수 부족,결제 및 구독,75% 이하 청취 비중 높음,활동 및 참여,특정 가입 경로(플랫폼) 특성,사용자 프로필
D1PobtQdyJXDufL1VJYk0vzoP0jD/JPmygyk+DwIVXw=,0.228,서비스 가입 기간(장기/단기) 특성,활동 및 참여,75% 이하 청취 비중 높음,활동 및 참여,50% 이하 청취 비중 높음,활동 및 참여
O8t3TYjae1T9zfmLMadsQ6je8xTEL+wVLjgsshKJK0g=,0.9742,자동 결제 해지 또는 미설정,결제 및 구독,결제 플랜 기간 (단기 이용 등),결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
ejtlp65pgTjakcpwh/gCEZ4gYC5/KYGuMau7PybZ/Qw=,0.1458,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
O3dI0hJmGD4pu+tVyi5btsIztYixwU5l1jWQpTK8VrI=,0.1004,서비스 가입 기간(장기/단기) 특성,활동 및 참여,98.5% 이하 청취 비중 높음,활동 및 참여,25% 이하 청취 비중 높음,활동 및 참여
s8/dXxHzrjhMsRNZyY77aAIdK6/RYw+yQliyZZK5V88=,0.5784,자동 결제 해지 또는 미설정,결제 및 구독,서비스 가입 기간(장기/단기) 특성,활동 및 참여,25% 이하 청취 비중 높음,활동 및 참여
cl0pfiacvUOItdFr6U9TKLuojbocpoVmySG6HX0bJt4=,0.1324,특정 가입 경로(플랫폼) 특성,사용자 프로필,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
KEmiU62RXRQOnalcpPXJV5dd9qhMg3Mmts+9YWPY/Mw=,0.4017,자동 결제 해지 또는 미설정,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독,음악 완청 비율 저조 (관심도 하락),콘텐츠 이용 습관
8V+AsXyOhH4L29JDupESyRExxZ9/8/swapQXmd5nLhg=,0.123,98.5% 이하 청취 비중 높음,활동 및 참여,특정 가입 경로(플랫폼) 특성,사용자 프로필,특정 결제 수단 이용 특성,결제 및 구독
lT9GW7KIEABpa06E05zSvuqaKY75kARCjwzVliFQAzU=,0.1785,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 가입 경로(플랫폼) 특성,사용자 프로필,특정 결제 수단 이용 특성,결제 및 구독
G2agxwbdiLfO8/z09YFNQdFHQx5QRhCDOpcE2tm4ytk=,0.4836,자동 결제 해지 또는 미설정,결제 및 구독,50% 이하 청취 비중 높음,활동 및 참여,75% 이하 청취 비중 높음,활동 및 참여
H3oPJfrdoVocAK6OfiH0W4UQr7w3Z4sobR/R/b8qdDw=,0.1181,결제 플랜 기간 (단기 이용 등),결제 및 구독,플랜 가격 관련 요인,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
BwUD2BoHKmV73dq4RybVx77oWqW4nkMlVroJvLNXHhs=,0.1096,서비스 가입 기간(장기/단기) 특성,활동 및 참여,지역적 인구 통계 특성,사용자 프로필,전체 스트리밍 곡 수 부족,콘텐츠 이용 습관
rvJwbpFpPj1s0OIawKMzjhjJb4iqWU3zvagyzwG2zbw=,0.0819,98.5% 이하 청취 비중 높음,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독,25% 이하 청취 비중 높음,활동 및 참여
iVWbKPf1OUhe9ppxiEtpEJZWDGrOIInhA6K6yHy6bpo=,0.1104,음악 완청 비율 저조 (관심도 하락),콘텐츠 이용 습관,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
GD6PmQn7tshpn5rBzLuYrGMc2pkVgzIrRNlFXSziwz8=,0.988,직접적인 서비스 취소 요청 발생,결제 및 구독,50% 이하 청취 비중 높음,활동 및 참여,결제 및 갱신 횟수 부족,결제 및 구독
4YgMigyaJydhVVCrhnATxtffNBQei0y8CS+UtdU9Vfk=,0.1233,음악 완청 비율 저조 (관심도 하락),콘텐츠 이용 습관,특정 가입 경로(플랫폼) 특성,사용자 프로필,특정 결제 수단 이용 특성,결제 및 구독
2r3zjM3Ku5FysXiaPNtJBFn3QdvPcURz1HkYJzO4eKQ=,0.1377,특정 가입 경로(플랫폼) 특성,사용자 프로필,플랜 가격 관련 요인,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
W975kZL8wV57To7LPC1vAPT2Qe+KK6OOVEIfy/FGxZE=,0.1751,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독,플랜 가격 관련 요인,결제 및 구독
GtGpRnKpLXkm3L/OsEfrse9HaFuRj4hFz+1E5roMGvM=,0.118,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
GXlfIosefNI/IjtQpW8aDxFimIXfNB6x59+ZAU/RP8I=,0.1984,서비스 가입 기간(장기/단기) 특성,활동 및 참여,실제 결제 금액 관련 특이점,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
tDqEhF+DyxeKs7MNRvpLV/LgU5dBwJz5AWDsGqEaX68=,0.2269,서비스 가입 기간(장기/단기) 특성,활동 및 참여,75% 이하 청취 비중 높음,활동 및 참여,특정 가입 경로(플랫폼) 특성,사용자 프로필
4tSUDDS0Xeplkd52RcSo2IDXQzVgA8wRQf5c+bp4DJ0=,0.1504,서비스 가입 기간(장기/단기) 특성,활동 및 참여,음악 완청 비율 저조 (관심도 하락),콘텐츠 이용 습관,특정 결제 수단 이용 특성,결제 및 구독
RhUTB8RQUbwoib/4oJYtCTnoTQpOFoDh7Bk00/cy0AA=,0.1777,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 가입 경로(플랫폼) 특성,사용자 프로필,특정 결제 수단 이용 특성,결제 및 구독
EYacjgIk3KzjYSCbMT6ePKTE0Vlb/CqOzmys/esxF3c=,0.156,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
pxoap0vINZ93ADpt4nthPc3qyBV4zVJ9LfbPsqFMJ9s=,0.4711,자동 결제 해지 또는 미설정,결제 및 구독,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 가입 경로(플랫폼) 특성,사용자 프로필
YTsJUCpdFYNb8V1dF7PJPJl8r/7jIN1Lq+HQ/VORz9Q=,0.4133,자동 결제 해지 또는 미설정,결제 및 구독,50% 이하 청취 비중 높음,활동 및 참여,특정 가입 경로(플랫폼) 특성,사용자 프로필
GHvlqJNPAf5462I7NaVqwAwco+aoXhpqLcCqoyVnUFc=,0.1548,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
4Swz5cm4A4HGUCrBfX0AwKKwbEtRUQtmLSTejPy5Gyo=,0.4952,자동 결제 해지 또는 미설정,결제 및 구독,75% 이하 청취 비중 높음,활동 및 참여,음악 완청 비율 저조 (관심도 하락),콘텐츠 이용 습관
nmG/u47TnjENhDpqwxSEP9KEQTT3CGv/BiyuHTPteS4=,0.1196,특정 가입 경로(플랫폼) 특성,사용자 프로필,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
49P8dnAlUhTWdyFEIwf1TKPllfenB9WlR8/kyWbI1oc=,0.1685,전체 스트리밍 시간 부족,활동 및 참여,특정 가입 경로(플랫폼) 특성,사용자 프로필,플랜 가격 관련 요인,결제 및 구독
JtND9yIRZT8eFdgs2XM4UHTmsrW15ePp54cvIdV8Iyk=,0.9815,직접적인 서비스 취소 요청 발생,결제 및 구독,결제 및 갱신 횟수 부족,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
n/HikzWz/Zvl6R6VBMBA3GNaIIQL/lMc/IHQ138qN0I=,0.156,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
2KDnARTKzw8Hww2RrgWIw0/kQt0FpxvLzxN8cBHIhOU=,0.1525,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
iJXZPaLlwZCLHUDLoSvO3xiJDFZni34D81rr+m/AM/M=,0.108,25% 이하 청취 비중 높음,활동 및 참여,98.5% 이하 청취 비중 높음,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독
8QzakMoUwEs1nNBZDxut3+l/Xv/JZ3qqAItloT/anrs=,0.1883,서비스 가입 기간(장기/단기) 특성,활동 및 참여,75% 이하 청취 비중 높음,활동 및 참여,50% 이하 청취 비중 높음,활동 및 참여
fhvw2icqpkDA0adl+34tGpI11N3SI46yEJj1kaeQ9d4=,0.1613,특정 가입 경로(플랫폼) 특성,사용자 프로필,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
7lHuCvXp2VMAUSh4tcCy3dkEc+bYWvHNiVTAaiOaUSQ=,0.1067,50% 이하 청취 비중 높음,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
BvRKVnqxMpnSPi4Vvgadm9dFw3c2Sr/y+LSuq4/LOfw=,0.156,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
1UomUDn5OrI8Z16+l1LRIwE/6+B0PqPr50E8B2DL6Q8=,0.1295,특정 가입 경로(플랫폼) 특성,사용자 프로필,실제 결제 금액 관련 특이점,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
nuRrUjCrGJDloC9quKHCJ8cso2383NHSLFC/uhmM3fs=,0.1652,특정 가입 경로(플랫폼) 특성,사용자 프로필,플랜 가격 관련 요인,결제 및 구독,98.5% 이하 청취 비중 높음,활동 및 참여
kJEc7XVcGTuvqi1Og1cPOW5OqnH/BqjDeHH1aQ7SeSg=,0.1749,서비스 가입 기간(장기/단기) 특성,활동 및 참여,75% 이하 청취 비중 높음,활동 및 참여,전체 스트리밍 시간 부족,활동 및 참여
v662VZNoAYCPYovPnX8WVWLIuGcGJ2opOnzNlS9auSg=,0.154,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
Wfr+3sL41XM+bjQAPtAfeanFR1qCP/pJ4LOvb6JXKog=,0.3604,서비스 가입 기간(장기/단기) 특성,활동 및 참여,실제 결제 금액 관련 특이점,결제 및 구독,특정 가입 경로(플랫폼) 특성,사용자 프로필
pnS44jIe4g9fMhfsOTjnAUeOsu9DvkNxXnmTf1WHfYI=,0.3348,실제 결제 금액 관련 특이점,결제 및 구독,특정 가입 경로(플랫폼) 특성,사용자 프로필,특정 결제 수단 이용 특성,결제 및 구독
UnECm/S+ltXGwymikBdwyUyx+oLLo32i3LEGN9M77dc=,0.1173,50% 이하 청취 비중 높음,활동 및 참여,특정 가입 경로(플랫폼) 특성,사용자 프로필,특정 결제 수단 이용 특성,결제 및 구독
8iMgt3x9xJYQjmkctjuEZZ9MeDJM0QKmo1yoYno0Gvs=,0.0903,특정 가입 경로(플랫폼) 특성,사용자 프로필,음악 완청 비율 저조 (관심도 하락),콘텐츠 이용 습관,음악 청취 다양성 부족,콘텐츠 이용 습관
dc29PvDIPw1tQsjgOqBXZ+v/Un4tdBjNHOTbUaKlqwI=,0.2761,서비스 가입 기간(장기/단기) 특성,활동 및 참여,지역적 인구 통계 특성,사용자 프로필,결제 및 갱신 횟수 부족,결제 및 구독
jxkOSREK7d+NibAISTfDU0gqIl2O5SZS1QGBEqaO0Gk=,0.9286,자동 결제 해지 또는 미설정,결제 및 구독,결제 플랜 기간 (단기 이용 등),결제 및 구독,플랜 가격 관련 요인,결제 및 구독
xB8brLGSzG4ghUWGnf+/G4KNSBwmCOH6P3OWg9hM3PU=,0.0797,지역적 인구 통계 특성,사용자 프로필,결제 및 갱신 횟수 부족,결제 및 구독,98.5% 이하 청취 비중 높음,활동 및 참여
fd+ez1EIgFFQ+2UTHXtNdKdicFjzLa1SSh7xm5Mwa0g=,0.17,75% 이하 청취 비중 높음,활동 및 참여,특정 가입 경로(플랫폼) 특성,사용자 프로필,50% 이하 청취 비중 높음,활동 및 참여
DDAwooRuNfPPCrq08Xcjb1d6FcnWWUorI1OEDNrwnDE=,0.1265,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독,특정 가입 경로(플랫폼) 특성,사용자 프로필
nHT8ewCZBRWtopC9nX9cPlUFBsblgp8uW85VUqEG/mw=,0.1921,75% 이하 청취 비중 높음,활동 및 참여,50% 이하 청취 비중 높음,활동 및 참여,특정 가입 경로(플랫폼) 특성,사용자 프로필
eOIZHSgwEmVQnmm29GhMPQQiKYZcgt+WP9wOvi09vbk=,0.7041,자동 결제 해지 또는 미설정,결제 및 구독,서비스 가입 기간(장기/단기) 특성,활동 및 참여,25% 이하 청취 비중 높음,활동 및 참여
eejsykY7xaH+JGAlQ+SQM8XU/Bqj8GjD3gmVu5DmsYs=,0.1107,서비스 가입 기간(장기/단기) 특성,활동 및 참여,음악 완청 비율 저조 (관심도 하락),콘텐츠 이용 습관,98.5% 이하 청취 비중 높음,활동 및 참여
C9LpP9WgJE89048O4bvgEZuUXr2R/739bbebB5eOsQs=,0.1545,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
mxH6zj5RMYOFhAyHW8H5qaFBjRL9SL/MllrptOvKHcw=,0.1419,75% 이하 청취 비중 높음,활동 및 참여,특정 가입 경로(플랫폼) 특성,사용자 프로필,전체 스트리밍 시간 부족,활동 및 참여
4+7wwQlQ7cS5JxlKZLyhXUs5yYbYUSPDjTs35i5tOV4=,0.5543,자동 결제 해지 또는 미설정,결제 및 구독,25% 이하 청취 비중 높음,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독
xhrw0bsZeugfeodcThbS2whtRMTnFcJYERllAEnX+Bs=,0.9295,자동 결제 해지 또는 미설정,결제 및 구독,결제 및 갱신 횟수 부족,결제 및 구독,98.5% 이하 청취 비중 높음,활동 및 참여
idG7VWwlVtrEHs+OOmY7o9WlUcf7RG2zNbwnD8a4Cjg=,0.1601,서비스 가입 기간(장기/단기) 특성,활동 및 참여,75% 이하 청취 비중 높음,활동 및 참여,50% 이하 청취 비중 높음,활동 및 참여
zipWJsJ/nVxVyglh3AacHTe8bMN3ggj17O97tt2vm7U=,0.3782,서비스 가입 기간(장기/단기) 특성,활동 및 참여,실제 결제 금액 관련 특이점,결제 및 구독,특정 가입 경로(플랫폼) 특성,사용자 프로필
mbpQhWigqHKO3AAyr6XJJUqO9+6AV/oYqyWVy341F7I=,0.1104,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독,음악 완청 비율 저조 (관심도 하락),콘텐츠 이용 습관
bSAcSNXqhXWpExr3WPqojsQ2mEtNTmZQh9KX6sytDPY=,0.5168,자동 결제 해지 또는 미설정,결제 및 구독,25% 이하 청취 비중 높음,활동 및 참여,특정 가입 경로(플랫폼) 특성,사용자 프로필
63n2TJPkReG5/sD7NlwnGZdPNrfehkMOTWJv0kCHFVc=,0.6669,자동 결제 해지 또는 미설정,결제 및 구독,특정 가입 경로(플랫폼) 특성,사용자 프로필,75% 이하 청취 비중 높음,활동 및 참여
VtKHuRgMZX+SsejkfsCzgxws9seVDFO8FFGLTkdxdhE=,0.0643,25% 이하 청취 비중 높음,활동 및 참여,특정 가입 경로(플랫폼) 특성,사용자 프로필,특정 결제 수단 이용 특성,결제 및 구독
XlPppfygM7KLxCuuhVCoHSCZUD67y9fatdSg57USvdw=,0.1151,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
N5UBp+fJAGJhN9o1Y9Wfuna9Zv4oCVYrSrhu7O1k27Y=,0.7,자동 결제 해지 또는 미설정,결제 및 구독,25% 이하 청취 비중 높음,활동 및 참여,num_unq,기타
VWm0p5sB6e6E9DHvIJ6cvR4WgmTjxaIKLEKs8pJGw2w=,0.1512,지역적 인구 통계 특성,사용자 프로필,75% 이하 청취 비중 높음,활동 및 참여,50% 이하 청취 비중 높음,활동 및 참여
thVznIMYSAq9KSK9TswFwkrPeFeGy4nm3AycWsZDays=,0.1539,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
8dWe2P0o2u9vfCKj+fhOEqoKMcONiq4xTkxhYr1nMgw=,0.1206,음악 완청 비율 저조 (관심도 하락),콘텐츠 이용 습관,98.5% 이하 청취 비중 높음,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독
5yxZq0cQx+t0uT++bvfSjjvRZkJzGCKthPC/GwjJp1I=,0.1184,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독,음악 완청 비율 저조 (관심도 하락),콘텐츠 이용 습관
4UdjKv6uOVYPiuWq95HHBJA5cQ4wDLIdaIMB65UT/EU=,0.1539,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
zVroGk6XfVdOEZnpcdwVeTrFvtpfboA19FNC3PVyEMA=,0.1374,특정 가입 경로(플랫폼) 특성,사용자 프로필,98.5% 이하 청취 비중 높음,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독
sYFZ2KsN7aavkd4a0nfErSCG1YYAVuq6Hm5lMcI+XQU=,0.5419,자동 결제 해지 또는 미설정,결제 및 구독,음악 완청 비율 저조 (관심도 하락),콘텐츠 이용 습관,플랜 가격 관련 요인,결제 및 구독
7cPLkU4gY2U/R5SIXzUpygk/RLnLxnkV0ZNG8BiSUdI=,0.1592,75% 이하 청취 비중 높음,활동 및 참여,50% 이하 청취 비중 높음,활동 및 참여,특정 가입 경로(플랫폼) 특성,사용자 프로필
xi2+q0QaVKyBcfXC06j8rprNqCV/VBA/zcYvpsSjhrc=,0.1712,결제 및 갱신 횟수 부족,결제 및 구독,특정 가입 경로(플랫폼) 특성,사용자 프로필,특정 결제 수단 이용 특성,결제 및 구독
km+MVl6F89RVzqGVnhO8xyojuHDVaLt6XakjNt3MNqA=,0.2968,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 가입 경로(플랫폼) 특성,사용자 프로필,75% 이하 청취 비중 높음,활동 및 참여
a0svu5ZrL0Bco8Z6HAdhCKpBQjkP4PkhmFPopK5VH64=,0.2138,서비스 가입 기간(장기/단기) 특성,활동 및 참여,실제 결제 금액 관련 특이점,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
PTlSut9/ufrYhG8lU8QKbur58cLTbfNWJnSfjEYzegM=,0.2263,서비스 가입 기간(장기/단기) 특성,활동 및 참여,75% 이하 청취 비중 높음,활동 및 참여,특정 가입 경로(플랫폼) 특성,사용자 프로필
oe0PiT3J1kFAqv7WTy9KIAo4cQgMo73G4lFZ7K4IO94=,0.0801,98.5% 이하 청취 비중 높음,활동 및 참여,음악 청취 다양성 부족,콘텐츠 이용 습관,특정 결제 수단 이용 특성,결제 및 구독
ty5PDEVxwOYiP3bYjb348gz11Lvy0b23w3fPeJ1PvDo=,0.1184,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독,음악 완청 비율 저조 (관심도 하락),콘텐츠 이용 습관
LzUDg+xp+4w78P7RkS93YSAPMhJn2sS8RQSIZpV/9B4=,0.133,서비스 가입 기간(장기/단기) 특성,활동 및 참여,25% 이하 청취 비중 높음,활동 및 참여,98.5% 이하 청취 비중 높음,활동 및 참여
Mr+YI5wtDSnCEawErjjlLuONQbh2IffONTQ/m2M62sM=,0.1545,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
KP637vDQ0J/JsWAW0WGigKzREXcBOcaOIFLBeZ+MACE=,0.1623,결제 및 갱신 횟수 부족,결제 및 구독,특정 가입 경로(플랫폼) 특성,사용자 프로필,플랜 가격 관련 요인,결제 및 구독
4wgsBin3ZyQ3Vcr1DiJZQKJqiVsou/mmHIEkC2r/ffM=,0.1488,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
dgVU6QHpdAp+qAeYh1N18E8IZE8jrS3Wtb8xtPr+Aqc=,0.0764,75% 이하 청취 비중 높음,활동 및 참여,특정 가입 경로(플랫폼) 특성,사용자 프로필,50% 이하 청취 비중 높음,활동 및 참여
xYbrCjQXj/7kglhb1OPooyeDTCDPGcwRNdv456bMlZ0=,0.1241,특정 가입 경로(플랫폼) 특성,사용자 프로필,98.5% 이하 청취 비중 높음,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독
jQumGNlFMSI/4Q67Le5WP+wffmtfFk6aUDczJxt47KY=,0.1509,결제 및 갱신 횟수 부족,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
