msno,is_churn,city,bd,gender,registered_via,registration_init_time
CthQg2ZN9QA/03pp37ZrPy9/pMFKeoI1sQz9lGlzEnM=,0,13,34,female,4,2016-02-13
PyBSm/5Vta3GAl7+X86VjNuWCRjx9YkwLn1FNvYhtbI=,0,13,34,male,9,2013-12-23
e9RJDDzqZRYmwTio7rscAnQiwKm2jVsaaQ900ERuTXM=,0,9,26,female,7,2011-11-02
0FP9YlDv7eAnHlw4+wZ50kvi+m7dV4FlWiJ3Ssanq0k=,0,5,26,male,3,2013-12-21
MU4/xBncFYzYTqCpe+ruR0A29PugnLyHbSzCa85XxeI=,0,1,24,female,3,2015-01-27
aOpLCNgbZV1z8RJxWaFIXy+mCe4h8P5FgqIRAIJqpb8=,0,18,29,female,9,2005-11-12
ZE0u/HQo7CRYppPyyQfOulupL/04EC6IeP90fDUF3jo=,0,14,36,female,9,2011-04-15
1C8U8aQ8cUzQXxNzzdNWRWgKPxsAOOjp6nYjn0vMo/I=,0,22,27,female,3,2015-07-12
h9m77cwRK13iINVqY6QuoTNs+B1uF+dZ4YIBpFjmgKk=,1,5,19,male,3,2014-10-26
zvVIjdIHJxzEBEL1PVY4aufJylfeWm8LPHg5UUMy6Dk=,0,13,29,female,7,2011-01-07
oqn01vGk7UCdHmVjQXh5FsrgTMjfmec1LxvZIFxB8g0=,0,22,32,male,9,2008-02-23
7nbY72g3g5F1sL8T7VrpV9TwDdq6pC24t5POhTZcchY=,0,11,28,female,7,2015-04-14
Ub+LORNgVi694RIT7mffpP4AfmdZto9c2ZwPRopBI+w=,0,22,31,female,9,2011-01-14
aB3+Y3gBLtcUz7UACvinUANNHIyghUwNeAHR1q1qJSY=,0,1,17,male,3,2016-02-18
8YborTj1SYUubMlkSf1/iSivmGTlZnaG4aiDk6pJyD0=,0,6,26,female,3,2015-08-18
uBs83TjYw2xh/1L5D4ndzs8DpqKctr5xaNU3IXfyeBQ=,0,4,30,male,7,2013-12-11
xV4eSxK06H7MYE7TqYRxlvpXtzKjM02MiwLP1SigqhA=,0,6,23,male,9,2014-10-07
fO09dX8uXx0YgvolmQIIPpyvU/oQGWAbCyHP9jMLrpE=,0,13,42,female,9,2005-10-06
ZCWZ4cVTx2btxfcfpPZqy8WTNnTs+iwmKLQqZFv1oyM=,0,13,43,male,3,2012-08-07
yGSkdDQnWlj4TR+0+s4R2d/vEZpgVyPWz9QiYcrGXLM=,0,4,34,male,9,2005-09-17
4wQ3L+tAcBBGvQvQ1RdLbUbpqWCghLS6Q6ouSG4dcrY=,0,15,28,female,7,2011-08-25
4bVrDotgQXZiWlPXYtY36sz6Dx8GPcdxceRoNCs8uA8=,0,7,18,male,9,2006-07-09
ZaIQXnLILXMES2dZHKDRo/tjVaqp6Ng9hU0qfUjWsq8=,1,6,25,male,3,2013-02-01
fPpWKfiUZtLqgMlHMFg7pnKxlMrGxpMkXMh5Tsc7sPE=,0,18,31,female,3,2013-12-30
mF/fqwl5/2jqP5MyxKrZlO8o3N8uSv8op0C7u37eaxQ=,0,4,29,male,9,2005-12-10
eQ4R2p3zL3HnYTLWUF5Aty936n+qqKl7HBcAxzJWSs0=,0,13,22,male,9,2011-05-08
FBXNsw/xiHaJwp1vLWrZGZwzndKVWQSEYIGrBj7msfg=,1,5,20,female,9,2015-08-14
waGBHTDqzxYMO7Dc5AZ+1/pPVXp0hnCfHOd4VMb/l0w=,0,13,23,male,9,2007-07-01
YIPNux1VfnBUBivmsnarcjq23+AglYnwqbT2nLB3pU8=,0,14,47,male,7,2010-09-21
exiwvAXz0zAJX4RnIRCPGabaV1nL/y3RrwpfOI98m80=,0,13,26,female,4,2016-09-14
HOG1J+TM3tK+7phEqvbmnYHTPETaixPC732M3XKJi3M=,0,13,0,male,3,2014-11-22
wMrLqqfuuXIFiYUrYdYlkxibc1a7wqCRwEC6iIwTFyQ=,0,9,19,male,9,2011-10-14
0yWeYuIIPp0Qju90UqQ5jucK01+KELVTGUJPP7eh3Fc=,0,6,29,female,7,2011-12-21
YLaalyw7oggBUYZmtNCRIdhFPff/3OJQGhuYlTXpg+8=,0,15,31,female,9,2010-02-04
3DBprWknjqn1dS0NSRTJzYkCWBaKhMbV3U0ksLLM/yk=,1,4,18,female,9,2015-03-12
Q6rQfSkwrJJnvXl8ZhW/deseWEz6vk3dJcRXhqPnW48=,0,4,32,male,7,2015-08-22
XNTwLQCC8pR2NuuEFEoPu2uiPPMapW590tt2E9ZSeKg=,0,6,29,male,4,2016-04-18
aQVw+4GxfjJ1PgqlIid+mxbP3HXysaRIlxkMZmTE2QM=,0,22,38,female,9,2007-12-26
krmzAD0QbdCUL57pxNta5LeGub32+JQaa/21FZ1Xq9o=,0,13,26,male,9,2010-03-11
RCuvAoizG9AU58CC0y4CLEljGYB6o7EW1jsb3MAVu+A=,0,5,38,male,9,2007-11-29
DdEsJnP0imTLl/8U0hjVDKGWv5gvu7Re6gKN67CZ8QU=,0,13,29,female,9,2012-11-07
93yqp7ceKO8Ofn51ar1fZpShNVfKsVS6w4Dvc1DTvEg=,0,4,31,female,3,2012-12-29
RXz8Omciu75Z/sWUu0sY+MukQ+/G/agyckl0QWmHQVM=,0,6,16,female,4,2016-12-23
0lOYt5BdeD/hsqGuDlFR5vUjBLyEfkdQ3IRSc84iixs=,0,13,28,male,3,2013-09-24
RKOSlpEhy/CVMVuyKVcqdm4HksHL3YI0Y5wM/QoXG9U=,0,22,20,female,3,2012-10-07
aEHDMdlQx7Kqdl7P/uGAD1t8cQZUZpWfDWZ9eu5eVyM=,0,4,54,female,9,2009-09-02
6kwjBV4lTDzb+/agbZd1Tx3pahmC3amJrvisO66CQT4=,0,15,31,male,9,2006-09-26
L719WtMHa/n+q1Khcv6JY/7IS1pxUf2DQ6m1++8qtqo=,0,22,22,male,4,2015-11-12
gsGEvSQK4xwzKrctriw5lSkUf9hr5kv9neylb8/WNSw=,1,13,23,female,9,2015-03-03
PgXW48su0P8RPKREvxMIBKK+RZN0lPh41jkk0utc2os=,0,22,22,female,3,2013-08-07
BwJ/csVJojCq5TabT6+eCM7tTjJVBk1Y/SLPfwgmZM0=,0,5,29,male,3,2015-05-04
fHDI9/OET4JnKTZMxWHPTc76L+Dk6g5v9Dnuk6SGL5Q=,0,13,28,female,9,2010-11-17
dgYtXsFbQfVWULTJsJHQOrIx9+SThmKGFjKiSnrhvXU=,0,11,20,female,3,2013-02-18
fEXRMpSLxwq9w+eyJGiG2Kk0JhO3p1MzmRbBwi9gTaE=,0,15,21,female,4,2015-12-11
i+OkJ9SdtLMDngPZr0ozmKsXAXxV7W0pbz7ys64BlPo=,0,4,0,female,7,2012-08-25
aVaNtorBfnLB7rhoxLb1oLnbxMMwifw4oGLR2PTWwHg=,0,6,27,female,3,2013-01-30
UhaWAWqFnSWSt98Syr54DYmmJkCiNf3w+jaXf0D88XA=,0,4,41,female,7,2012-02-07
zVbgRYU2zP0JMV2zfUDw3kC6EC7aRr3V1R4LYlppdcE=,0,4,27,male,9,2007-10-04
dWJhnojNGoMVKpg5jFfraKI1YwMpIf44szalPaD40vw=,0,11,15,male,4,2017-02-01
8Yb7/X+/5ps56O2AbJ1ig1uOsWeoznWE/gU8hlJtEUQ=,0,5,34,male,9,2004-09-16
XpOSCIpbmsy3UHHuB6eJZsDpETvnDPm3Ox2EqtfOpnU=,0,5,22,male,3,2014-12-14
N+2HfGKdXzgTl58Zwu9zWg6kTqpF4CT3PSY+mBlas0Q=,0,5,37,female,9,2004-11-28
TNrc2AvfS+G4FwG3DuZKx8+NuhWD+NlnUF3DWVLBUlk=,0,9,22,male,7,2015-01-08
/jC9upIg/qbFRSFi4wLADNpnRyFJsQkFChWyMFYqidE=,0,13,0,male,9,2005-10-19
BNkNqsb1mZ2IFpOz38am1Ed0EAZE+CPUXf2qPJTAy6M=,1,5,38,female,9,2007-04-25
MrLZEzkCdXu0ri8QYPNu7ABxu9X8xHBcIJwGEr9YdBA=,0,4,43,female,7,2016-08-28
eCVd4RNLhc9xsWxOWR1LHDLe4ZFqN+0yRpRmHCUVo0U=,0,13,52,male,9,2010-04-10
ckEQKYcq3eAzU1wxHJS/SBQZH280Xs1v35uals9VZzw=,0,15,29,male,9,2008-03-27
AjeeaDolZfib88kWV03yUr01UYUj+RhXSnCqUM/vW5s=,0,13,23,male,7,2016-06-08
fgNTGw3Vdu/sXdYtG7dVd3iFSDx2vzwwC3U7uzl4PR0=,0,8,32,male,9,2006-05-04
wHm9MMQSq9E4P1wbXzm2ZaTxEGTOK4EVn7JCRXZr1KA=,0,12,18,female,9,2016-04-03
KQH4nzSkBbuhY4dgwcGbhZY9+pgR2MGCJQm1epYSwcw=,0,3,30,female,9,2016-07-03
mI1NAvMnHSWr8LBG4+c4g5bd83uilbPT+viqOhuh2ns=,0,5,36,male,9,2013-07-23
C1bCR8nQq7g095W/klmL428eXvxX1gpnFZMGeZLKgQ4=,0,13,21,female,9,2009-10-01
UaMDD+dN3xezUZCjtQ4dryvi/WBpJu9z4uzXDbv3bH0=,0,6,66,male,7,2015-10-10
nNlzjdo9uHCUyQ3JKBX6q6miqYOyESEhr9pQuCRRKco=,0,13,37,male,9,2010-11-12
HkVxj7Bnvri9vVh6CQbesmJedXrjxDn6BT6R6ZM18kM=,0,18,26,female,7,2016-06-04
QgfmuWUFdMXkIdbvN4GHnZ04b3x3xNspfAL7TZAOGiM=,0,22,39,male,9,2009-03-31
dbU7M6D5pBb3HvZ1rs5Rw0eEUqdFp+CitYhdXrPit3g=,0,18,24,male,9,2012-06-28
u1pUwvthLQyUMsa9dZ1A3AaikeDvK44Hv7llFAs+HUU=,0,13,22,female,3,2016-08-27
OnfyaiQMxFp9YrCeiFInLT68KtCzWMs4DojCi539qew=,0,22,21,female,3,2014-11-04
PDRgTSHq3GHF0SHtFU+yjSle95xGItA27n5SaFwPHhQ=,0,13,21,male,3,2013-04-19
6s8JrZtnVXynKN/WaRjRqMKBTo5xdz9oXzsYckcvxew=,1,13,16,male,4,2016-07-15
g4h85YxJAOuFP7isb69z0v/GsB1zOkmv7euPBbM1gFo=,0,11,38,male,9,2011-11-16
tjpijzewlJpMw07lt0t7TL1/eymuQboKldvyi4OiEfI=,0,18,47,male,7,2012-11-24
WsrR1TtyiyiOigpsQQNsRhsdHe43iry+SmOGQcO/WgE=,0,13,34,male,3,2012-05-19
6yz7hArFB5zfoCiGJg3kPw5aGlq32KkMuWZIOdlnMyw=,0,18,25,male,3,2015-10-08
OdfHHta3DiM4r6JBs5y4TOiLGZYgQY7oJsuQvxGH2z8=,0,5,30,male,7,2011-02-11
VwxPdwJYUlFq3KYrL33eiq9LDXWx6J2lMig5YKjuxl4=,0,18,34,male,7,2010-10-12
DObBH4ppOxTDR7Eca+detmEgVm22wkH5oo6w1iR01I8=,0,6,32,female,9,2011-04-08
O9kKrvaMY+foS9PTVB4ORL5Y98aa8ZPxYkVsAoh6obA=,0,22,27,male,9,2010-03-21
Wt0lDh1ji0o8zmSnTdf5pUf1NQWNjmoJV+LJKkBIH/g=,0,13,25,male,9,2008-01-28
vG7rlhi+3l0//NO+4VRyrQigu6odWozAJXQcawF2Aco=,0,18,19,male,7,2016-06-19
bXm/sDr3Tas7MCf3eAbFD1kwQYKqMqTfvEo0bgE18+g=,0,4,22,male,9,2008-01-05
69uH+/SZWo40u4zoYDPYiUyaGDzVcgZTv4GEgv5ELC4=,0,15,18,male,3,2016-12-14
PPHL7YyYQgJnAt+RtsfIeetXpJk2jK+nw2SMk5O/XkY=,0,13,40,male,4,2016-06-07
z8QiAkCCW3wTy12qp8+aMimibelwHVtWa40k2NeTRQY=,0,22,21,male,3,2015-06-03
fwnWSWr5WVzrd8R4mpo1U4SxzHST066PLNJbqQp8Uns=,0,5,29,female,9,2005-11-02
eqRGFMinMdCZg3UzX3JQF2f/+BORoDqmj+cy9i5KzgE=,1,4,21,female,3,2012-06-06
+LVVEMTJHMsLtts1ctGDkkfGHWwvdNamvFZeLG32mvc=,0,1,0,female,7,2012-02-24
WfBdvUoYgMZUtSzO5StMvTAw2SP+gEv0a5zggHJ2xVg=,0,12,28,female,7,2012-01-09
AUvldlXi0Od5FuDKRXXD0soRZGZeO+jqb7Wx82O5LME=,0,13,29,male,9,2007-02-07
abEPXiwWgSYQC27YfcyG1Ufcs8VNk8W94szKUOqfBbs=,0,22,25,male,9,2008-05-21
BGTyQp7QGz89QOhZOVugISmIQFX18QPVkr0Isjzc+RA=,0,1,25,female,4,2016-08-09
jiRyQw372GHmir+3tq2J2vAxO05v3xSTKV7uGnAokgA=,0,15,31,female,4,2015-10-25
w1ACMiEfmwdXgPLsdd7LdU0J2JCCqWdLQdZQy+EB8EA=,0,13,23,female,9,2016-05-28
n/QoZ3C0uBPzVi1WTVPHsLARcXJzELgBkyZoqzrH7lw=,0,18,62,male,9,2006-12-16
3gZbBCEI6O1SZC40aiOi9jl2kt6W9yDDVgk3qnJNir8=,0,13,38,male,9,2006-12-15
lqCTmZ2zspOy6NUHWUUZNDXnR3Ax8KnKZ55vNmOdhuc=,0,15,37,male,3,2012-12-17
qf85bN96cAdPJf5OIgbfDhEMXx35OvSLAznE7PZV8CQ=,0,10,27,male,9,2007-12-31
QFxv3DX5TLsY/PEIcGSSyomy4DepXij/V1N7Q5mGtms=,0,11,33,male,9,2008-02-05
8NNEh+bxoDbVfwZGcvqqyGcvTbuie2DsUzG/DrANNx0=,1,10,20,male,3,2014-01-27
hOgT9i+oz1KJTKdArZ6kMP+FTTgOEDycIr/5h4WcT58=,1,1,28,male,9,2015-02-10
Ri635jKoOR9GuutzQY2cscx5h9PId53lwBxxeL/DzxQ=,0,13,29,female,3,2012-04-26
zztb7cCNxnkeZ33rHQ0Z3cnshdE8gn/nwMTiNP49b4o=,0,15,26,male,9,2010-02-11
M+3VKpiKcIHWS30//OsXg1uBzZk1jUSnv3CipjB+anw=,0,5,18,female,4,2016-08-02
FnFAK0kpPiBq4ffP21en8Kwcr64jNhLSv1YXMG3CeQA=,0,15,40,female,9,2005-02-18
jh1FKEyZlU6NEqac0WISbP2HnsUZGAZa8YH1y8XfknE=,0,15,58,male,9,2005-05-02
tkktSIK8vPRw/BBS9IQ5jumOKFx7kP5ZI+dqJm5OkAs=,0,13,28,female,4,2016-05-06
5qwrvUS7QbFfvmLGOrxeUNni48zXLVOL51fwEg3SzSw=,0,11,32,male,9,2010-03-01
qLInMMDC0hGa3AKXPrDTZmVyvtiM0mEY3sZ9mX8n7T4=,0,5,54,female,7,2017-02-08
hO+cBDyseR29qnLEQ8TmRLWhbRM8pqBafNfVvf6wNoA=,0,13,24,female,9,2013-12-11
J3D67+nnABlFq/tmliJ1xEteYFSthVPzcnf//j/lzVw=,0,7,39,female,9,2007-08-15
WDpAPC8IbIVU/Q9t5muFs/UthG/TRf+60VWVxp9Tw5E=,0,6,28,female,7,2015-01-15
9m5NNVO8EvwJzgItLt/b4rcszQalSPFvvUNNDXuYGyQ=,0,14,33,male,7,2012-01-09
tpeTBMDB9Oon5KPxqefcGyrD+ZtsQILrhIyqupAPCWc=,0,13,37,male,9,2012-05-08
j5dhmjL4bnpEj4XIIs+NDePZppvvA5H7dR6CbQBpolY=,0,13,29,female,9,2010-06-28
DRQHrDzv4UOMFtlsniVtrPm5tuYOLDb3Tvj8DwEx3Lw=,0,12,30,male,9,2004-07-26
7WYpITMOwIU1ijECYwnJzNeTAny1LrS0cBwFJh18JNk=,0,15,50,female,7,2012-01-10
xNnBy0z5bk6EGov8/bHTpe7ApbSW4kBWGLdMlSZUfCE=,0,1,17,male,3,2015-04-19
Z/F7TbUgcGMGcvvZ12hUvFh6L7tz+sa8RUxC/iT6iuQ=,0,4,24,male,9,2013-06-21
eHIFihrx+cWoG/pQz+6wcOsR4tkSkbYCvwLQAsa+7mM=,0,6,49,female,7,2016-09-12
x7Kt6SEj/Pwew48DRagV9Gg0AFnuDwh+zPP4fdlB/cg=,0,5,17,male,7,2015-09-16
umOP7xXv0UXGomYD21DgILEOtnaZIpFYZUnSuWTNN54=,0,22,47,male,9,2005-03-30
LipyibmvotA1PX4CvSSjPBUqRyYwh0dU10lPf6r9Mks=,0,21,30,male,7,2011-12-29
iFepCketmuQEpkv1cVdqqDkrB9UvhIapDBSVI0xoFas=,1,17,0,male,4,2016-05-08
XanVmzqVw0t9ganPSuRAVvkWGj21bcfBkCTEHwesnA8=,0,3,31,male,9,2010-02-14
85wcwM66kqnTSpKWWauj+8GK1Ifdl9P9M/EAc/YubM8=,1,13,17,male,4,2016-03-13
FshVQqohAdnwvlvdwyg0Id1LQnqRxdkuJcdko0R8tnk=,0,5,61,female,9,2004-11-09
K7nN+yknXDik15ZnzygHVnulddxOcaWn/DM0g1eqHgM=,0,15,35,female,9,2013-07-27
WlJPAwU3GtgKYcNGJeEhOWQn6LaVldl2XEJ32nyo6yQ=,0,5,45,female,7,2013-04-17
9tXSetIHmOsOcHSaTWcZA/aqJscv6KF67NnmEe4k85A=,0,5,20,male,3,2013-02-08
ZwwVnZbNSaRIuehmWUK/GwyduGYNVnBb/CdSqLK/yC0=,0,13,24,female,9,2014-11-05
MMFQh7dw2vAb6atuUG4nfa7bXNHusXxvElaJShZgp/w=,0,4,34,female,3,2012-03-02
A/a32bX3r/w/6maqUaD6hYJz3tLcmPBbQkvbVgi01AE=,0,22,37,male,9,2007-10-08
c5zmrGm/OswiizPo2DtT/aAM5/4BNpYUKTVcP89HfXw=,0,13,20,female,3,2015-08-13
4hjUIk6nIR/6ck6EF6k9GiVb8gpYPRzQ17zjFsglvCk=,0,6,18,female,9,2010-11-06
luJ3NTs6+UkEE5TGR95CPbcQ8Hs9EqqDgVNKoI7E8cU=,0,15,32,female,7,2012-09-22
flbcWjUJX8F8sW/fPsbozdqEozkHi89YN4rIKpPQCuI=,0,1,27,female,7,2013-06-21
pyE4KIjLOFsqJ7UeB4XAfjMbTBNFMtUTgxF1IkKW7Eo=,0,13,34,male,9,2010-12-29
Vel7a0KVODmQD0krK7V0du1XffDugQmONppKAZ+4jzw=,0,21,19,female,3,2014-11-02
muGzd5WnCd7HwH2TgGmXp8K9eEBHeQRCrWJq+P5lJxE=,0,13,22,male,3,2013-02-11
n977yLa1ANQqSDQr0rJpsTXUOtmNh1/UN3oaA0PNqo4=,0,14,0,female,9,2005-02-21
CFsr3AngXRz+pmAVZz6dvy3A8aEu5dNoh7x6XXKVFE0=,0,4,17,male,7,2016-07-30
MoHQuEMaxrUkRZJgFCxl/BYw2QZqsyY9TkfKsdx7HsM=,0,22,25,female,3,2013-10-19
1MWEIHNz0FjNfVVz7JfSMW99GkPrEIT0wcQQW13wmQw=,0,18,27,female,3,2015-01-12
IXaqEVMVG38KgCR7eE9pFhcQ3uRqPMDIPKhN9VsREwY=,0,5,36,female,9,2014-11-25
ecVvOQKTn8QOC0H0zBeS8DoU40+WSId0APQdymAmpuc=,0,13,21,female,3,2017-02-12
gZxQSWgQrOYVfW5RpUtW7ArBWuSTrnWzluAftVoNHHo=,0,1,22,female,9,2014-06-26
Hdv6es/M3nU0bYjDCCiiseJkEpR6BV5TnIwX1LNVVqM=,0,13,21,female,3,2012-07-15
5BLbbMbjcHvifFG2pb/WbZckpk84CbRK/Jqg2/ZkA/E=,0,8,19,male,4,2016-09-29
uE5SalpQBVJ0/IJmt9qaHzvX26azPopQUbhhkfnhQTk=,0,5,22,female,9,2006-08-10
cP0gGsYPEjNSL+y0NqDw+voBlVKOG148sdlLM8dM7pQ=,0,5,35,male,3,2012-04-09
r7dtVHp28B6f1Z/c/dejM5ggV/qJP7A2cnVxA8IeHnY=,1,15,25,male,4,2016-05-12
R5fzMBY5XZy+YQUgBgJpVmOiIttAPvsw3HeTNFtnxZk=,0,21,35,male,9,2010-05-30
V1QJk2NSqBlVpCPp10CyTWGa9BHKTT/5RT1corJXvEA=,0,22,36,female,9,2005-08-25
jK+iOycC2QasPWhf9gjvZCi6qXalTcFx3oOrHANs5gA=,0,15,20,male,4,2016-02-05
vCM6YxkRViW5rTFOV5rABDO6lnFzp06OljCRaD6f3+8=,1,13,28,male,3,2015-04-23
pmhHat0crVyzIb6gOgEIywQcJrV0i9dNlBgIxjdZ3t0=,0,8,21,female,3,2015-04-29
4qdC7y7O6/JWAZYqqeJjMBPu0a3ostbEBeU6/4SjY+A=,0,6,25,male,3,2013-02-05
nANHExRuDLWVWjBJzSE4YEkk3I68wUlQtljgF8ZIWO0=,0,22,20,female,3,2015-09-20
YR9hkdl4D/quQ4UeA2chOR1pwdKxhuVoPysVniHaMvM=,0,5,17,male,4,2016-03-10
tkc2Io4MgApypFvzcBQdr2fLTUzQxmg4J7RTxjexq9E=,0,22,33,male,3,2012-08-04
uA/+CGiFZQiWHxfujArfkZ4dmD+qeCRugeiem02Fb10=,0,22,27,male,3,2012-07-14
htCnZXvtEDsAs1UXuygmV2q9rIVI35/5czZ4wl9TvWo=,0,5,24,female,3,2013-01-28
LQFxotCCoDHZZzO0x2q/s/uT+yP3SXWHybv9uJbW1gY=,0,15,29,male,9,2006-09-06
skIb5iyMoW++GySB2+HgOxFCGCf/j6CCI1VFObg0clU=,0,14,28,male,9,2008-05-28
fhSnUJdd+tvwsM3t/r3+XQHXxJXNVjTvYyruAP74+B8=,0,4,50,male,9,2013-11-23
WKoC04En5KW04t0mYaN/mSj4ta7yazkao23eKQfD5U8=,0,5,21,female,7,2015-04-12
WEVZ4aF0BUnZPrIQX20FoyPKYpekHxY4o1MyA1eg+Ds=,0,14,21,male,4,2017-02-18
v2YvNj5o6AMXUZIHZFzkHkX3YYiNxWz3v3rYJIpD7hU=,0,13,24,female,3,2014-03-30
ygBxLWxXAIONpPoI4xZy266Pkk6eGmUL80vvxniRJI4=,0,13,38,female,7,2012-11-01
aIMLybWVIa4zC6JuSgfbpu+nHDg1RaTZtsNhpYCMY2o=,0,13,30,male,9,2011-12-27
5VxPOIyzYKUEs+kkJcVm52fRbXaqWX0VjfBzI0hVeCo=,1,4,30,male,9,2016-09-29
SqZCI6lla8wJ0gsaFguCAz2I4u5uMvn0gbuWG9ShDlE=,0,5,37,male,9,2011-05-20
rFYIaaK4E/Wpl71f9kX5filXDGQgUmEWyvmmc4wng1Y=,0,8,38,male,9,2005-03-08
TlrIW9bEoJlXl8N8Gu3MgmSzEbGE3W4wl+xnumssj2M=,0,21,28,female,7,2011-12-14
ot8a1UUvxL4Fpifv/c4DprCqiptfuSY2FsaSXwnjCBA=,0,22,26,male,9,2006-11-11
5mVe/1gTJOlvcBOUGyBpPFQY29tzUz5zYJI6I1gQvxs=,0,5,30,male,9,2015-06-09
baDcy7KPjKodoRW4XqLh8xuqMCxZd6wbj6j871AVHv0=,1,6,41,male,7,2012-05-05
p9yTJgrDOAG3FAoH3piLGWwr5Y5D8Vp+l1m7o7oKQfU=,0,5,31,female,3,2014-09-26
ucjmPUMO24E1w/bEi1/VmzRlC7UrYm7t+9eFP5Kx++s=,0,13,17,male,3,2015-02-14
lYWqSSq6Lxkm1TYKrzT7TddSKvM7N2tvggqBngk+1rc=,0,4,25,male,9,2011-08-23
HqUbT0R5XKh46jweLN0kh7czgUYLABTeVN9XjW4fNsw=,0,4,12,male,4,2017-01-05
36gdGWbHQhCBgxctfhh8OrEQVUUOnNcWdhnEsFT77uc=,0,4,35,male,7,2016-03-25
wu7luJkhB7VMkuvoDF4P94t412ezDrI2TIJ/OvRyBWE=,0,4,26,female,9,2007-06-09
2c8K4MY9iyeKDodf5n6cHlbKzPSxDGDhjib9XHNgo7k=,0,17,42,female,3,2015-01-12
u5ogjCbl1VH69JM/uifKEwT1y5Z5njwCZ3LHmopVwNw=,0,13,21,male,3,2013-03-18
DCh0aIGzH2J6+asQXL92qGDTgBBu2cUoXprWxZvcbJY=,1,22,14,female,4,2016-01-10
NZK4QwYOECW7iYXVDqzT49p/zlgYQBECI34E0GPqvsQ=,0,11,30,male,3,2012-06-09
xXb9Q+vbfRID97XBVoUp3cYAysNcv29PMYjX62kLI8c=,0,15,0,male,7,2013-04-08
unyKEL+XurzsRVmDrH0U6Z56e+YO67bjqjonIgwawp4=,0,13,29,male,9,2010-10-21
6TgHvp5Xle0xGmP2+724Re3V6jkLywCNoIpeUcme2RE=,0,17,28,male,9,2014-10-17
0R700Nh5fQVeIKiQj2kbAae1csNhb1XZNSfCR2B2AfU=,0,14,0,male,9,2004-10-21
SWoYiJp8RdIOrbb9itIdzey+WUM3jYKAD58z/wtGLN8=,0,14,0,female,9,2016-08-23
8TMWE7+r4Z1toX2Mm9SL2K06+ML/YKWt+KY2ehYpDCU=,0,15,21,male,4,2016-05-13
NcOE1Q//0ikZX9mvALU9lxoBWgFt9XMA61Er+4OSqa8=,0,5,30,female,4,2015-11-26
ZLDfYgmkbdMdXRyJYcz/GDSb3utXDXHFaio9Qzg1ZiU=,1,16,41,female,9,2006-11-16
RRH+xXtgF+fS6vn7saWLsZX+ivRFINV+VXnE+9DNOOw=,1,18,32,male,9,2013-03-07
5C2jdvL3ZWKMMf2aKptlHf4LTWgWX06jGRHwl7mWsak=,1,6,30,female,9,2007-10-05
1Cmq2VExKFUy8tUlwGw6JA5yTVg3yXvZtgzMMKkMt4M=,0,22,36,male,9,2007-03-31
HYwpIbm85NmpwHjNMxtteC0n8jFJJsT9HWh0e0h+QmQ=,0,5,24,male,9,2014-03-02
TwZZqzz5Z11qjh4kjg3KNt7Q1bUdhTq6vxERRkiOUA4=,0,21,27,male,9,2013-04-09
BnOsDqUDDixSDETgba62oKS8X6TWkwFk4yy2xrCU4U0=,0,4,33,male,3,2015-03-23
GfK0AYxUV01BgMq61TS48mVSEqXpaS9BDia/KjoZzJI=,0,5,0,female,7,2012-11-09
yy9XWXoc+rSr8/b9oNanDa2l03fd/mY4vpZDiSAxvEk=,0,5,36,female,3,2013-04-02
O4mQ0Dr2QP0I0JYdP09L6N+xTcreGjT4sqQd9v90jsM=,0,12,23,female,9,2011-06-01
Wtw/JkT6Oh1/5a/p1oxTFBRs3p73BQVcetzPEhL3KCk=,0,13,59,male,9,2013-05-03
ou5My241LJIOebjC/nt2F1H/GqSZI13URl/xLJYCmqs=,0,4,16,female,4,2017-01-15
2hkw/ceQ0TzS2E3cSHIHLos5qQ4d/rJ5quUUjs9Fa8Q=,0,13,33,female,9,2005-04-23
fyB3fWC0jt06kstMAYPKGUq2jNLbGoM2wOyJVs5gPWo=,0,15,32,female,9,2015-07-13
7WwiKxtI3psxBU6r9wVoxkb3TfeTX+ZsK2fFg37wq4Y=,0,13,21,female,9,2015-01-10
IOAg22Mx/P1teJZxVujUcPK1JeTZnT6CWubGE96GJRI=,0,13,24,male,7,2013-12-03
orIvviayaTlPzRSgmyFbhSLn5Hf3TSUEcNC59+JS1To=,0,13,42,male,9,2006-10-15
vCOwhuBM5lbRQO1kD2j5oqj/unlDpke7UiqPOHqxEp8=,0,6,24,female,3,2016-11-01
e1BQtJuzgufB5WsLEGlT1zr7AoT3170aQnL3L2vRwNI=,0,13,27,male,7,2015-01-03
WdJwzJZHDpyHn7QFGQgpWVbDH2dWtC4O62EkYcIkdaM=,0,13,23,female,9,2013-09-13
XkaOPx543+6FbaooQmedQTusHVrVOPCXes6QmK6Dr6s=,0,4,31,female,9,2011-02-15
jL7Cd9AzhhRt0NwHMgNsWG909qxwMgYnzCB5KbJRYpc=,0,13,24,male,4,2015-12-20
EzwUBSm7vKNhkP6NMsdwBec8BzrTwMO0Lo+F7U2rS4o=,0,4,26,male,9,2014-09-14
W7c1GYCD9VIR22d/CbLs6tJYjoddlLyeZoCevED14Bo=,0,15,26,male,7,2013-12-09
2MjeZrezOW+bvHcDOjMaYNVCPbIfPYElaJm7SfiZ52E=,0,5,23,female,9,2012-04-21
i4owc4cH/CUiPL18cLr0kBkdUkv1rXW2BiO2nywmSwI=,1,13,45,male,9,2015-01-06
